date,r_m
1995-10-11,0.0031892525013053064
1995-10-12,-0.009129401173177287
1995-10-13,-0.0020159000567858687
1995-10-16,-0.0023329255455346587
1995-10-17,0.0015113924772578446
1995-10-18,0.02054384965831435
1995-10-19,-0.019586233835079514
1995-10-20,0.03343815364475877
1995-10-23,-0.00440595354472717
1995-10-24,0.0006638177820188496
1995-10-25,0.05091421700733845
1995-10-26,-0.03805841585460468
1995-10-27,-0.01244070160088595
1995-10-30,0.0005675761728753947
1995-10-31,-0.007554165859597561
1995-11-01,0.008462053198014852
1995-11-02,-0.0023362225079140986
1995-11-03,0.008438409311348094
1995-11-06,0.01148682999216799
1995-11-07,-0.008775385451334494
1995-11-08,-0.024777645301429452
1995-11-09,-0.0005761582889504124
1995-11-10,-0.0034308211473567107
1995-11-13,-0.028302951633839335
1995-11-14,0.00024684187599821605
1995-11-15,0.004834003512999674
1995-11-16,-0.014099971106616538
1995-11-17,-0.00915831428403957
1995-11-20,-0.002144367707301309
1995-11-21,0.00545395263360704
1995-11-22,-0.022257598537778867
1995-11-23,-0.007462461557016242
1995-11-24,0.001518902744657158
1995-11-27,-0.021748032212566604
1995-11-28,0.01168937878858367
1995-11-29,-0.01682578114225297
1995-11-30,-0.0007013825028445719
1995-12-01,-0.011432760395545527
1995-12-04,0.0017513134851139256
1995-12-05,0.0036225036225037144
1995-12-06,-0.013794293964408011
1995-12-07,0.005426220899702461
1995-12-08,0.007818435046847316
1995-12-11,-0.02751342692923775
1995-12-12,0.01645512385750747
1995-12-13,-0.024862975613631044
1995-12-14,0.0015477354187032333
1995-12-15,-0.017665717771451872
1995-12-18,-0.01945718591134149
1995-12-19,-0.00013510318505760566
1995-12-20,0.015167381684288772
1995-12-21,-0.00600625582323977
1995-12-22,-0.005339537686423368
1995-12-25,-0.023912897145934364
1995-12-26,-0.01346482078513167
1995-12-27,-0.0031805948760966762
1995-12-28,-0.023807854137447237
1995-12-29,-0.002747746129808659
1996-01-02,-0.03137099533577048
1996-01-03,0.00845929313774696
1996-01-04,0.030124257955090217
1996-01-05,-0.04007087121483277
1996-01-08,0.005220277047560451
1996-01-09,0.03607396553962583
1996-01-10,-0.019691382335039864
1996-01-11,-0.0036156458858332963
1996-01-12,0.0026940840114362263
1996-01-15,0.007183198991062012
1996-01-16,-0.005952380952380931
1996-01-17,-0.019077698262012666
1996-01-18,-0.03662690067186536
1996-01-19,0.011359465255105006
1996-01-22,-0.013466791465301386
1996-01-23,0.0060798512953568196
1996-01-24,0.005831408775981428
1996-01-25,-0.0024108834165661452
1996-01-26,0.008055699407330863
1996-01-29,0.006792625149837139
1996-01-30,0.006482216426654697
1996-01-31,0.008975345963910808
1996-02-01,-0.0012468595887226153
1996-02-02,-0.0011925169561004534
1996-02-05,-0.024606372658756648
1996-02-06,-0.0041312039781963295
1996-02-07,0.006933107991319076
1996-02-08,-0.004653824146480856
1996-02-09,0.006802590733146818
1996-02-12,0.0006851791933919493
1996-02-13,0.00724651463567727
1996-02-14,-0.0006231353147778673
1996-02-15,0.0146055739253661
1996-02-16,0.029721777347387235
1996-03-04,0.08868955040329873
1996-03-05,-0.02478487657397266
1996-03-06,-0.046605117023813425
1996-03-07,0.017205645881722242
1996-03-08,0.006674512145855571
1996-03-11,-0.008741472266327044
1996-03-12,-0.007463211997465358
1996-03-13,-0.0012059303397885524
1996-03-14,-0.0015980113636365756
1996-03-15,0.0001600569091233517
1996-03-18,0.009744127740535902
1996-03-19,-0.0023244756722490267
1996-03-20,0.005507016150383848
1996-03-21,0.0001579862025382628
1996-03-22,0.0007371524852568534
1996-03-25,0.00010522992739137038
1996-03-26,-0.011784511784511786
1996-03-27,-0.002076235093696699
1996-03-28,-0.014777273939717395
1996-03-29,0.004241571005703548
1996-04-01,0.01761354445622687
1996-04-02,-0.01586040021900781
1996-04-03,0.006765851294843861
1996-04-04,0.003939534386252719
1996-04-05,0.034340098368223826
1996-04-08,-0.001974147254218628
1996-04-09,-0.005693350304447953
1996-04-10,0.0030273150310515806
1996-04-11,0.0061398365009830425
1996-04-12,0.006136651924989023
1996-04-15,-0.0039014583617283938
1996-04-16,0.010570065164964948
1996-04-17,0.004281966658204128
1996-04-18,0.011628298897839562
1996-04-19,0.029719464250016703
1996-04-22,-0.006713906684786108
1996-04-23,0.01596169193934549
1996-04-24,0.0655369767702838
1996-04-25,-0.018024524185661694
1996-04-26,0.08417730246525812
1996-04-29,0.04382357513319479
1996-04-30,-0.07779372343018065
1996-05-02,-0.03924188149627106
1996-05-03,-0.006708127683633047
1996-05-06,0.0326749123130885
1996-05-07,-0.015075676319866504
1996-05-08,0.00016637425131582617
1996-05-09,-0.006608495773284706
1996-05-10,0.006956918861318329
1996-05-13,0.007014679426126547
1996-05-14,-0.0010358649472310688
1996-05-15,0.0249917345435966
1996-05-16,0.0015101532145738172
1996-05-17,0.04223517011184619
1996-05-20,-0.012430997429522472
1996-05-21,-0.058641975308642014
1996-05-22,0.010228903830173053
1996-05-23,-0.038811282940983016
1996-05-24,-0.0044657444722797646
1996-05-27,-0.002875898718349368
1996-05-28,0.014029092733086612
1996-05-29,0.005642206798472715
1996-05-30,-0.021827348745695918
1996-05-31,0.011455779747312711
1996-06-03,-0.0039773168647555535
1996-06-04,0.0162535681417586
1996-06-05,0.06977636567358902
1996-06-06,0.008135213854254753
1996-06-07,0.03515313674143239
1996-06-10,0.05093903813897205
1996-06-11,-0.015868862753306567
1996-06-12,0.00466593996756437
1996-06-13,0.017081916456064716
1996-06-14,0.011188010615600819
1996-06-17,-0.032523672293124695
1996-06-18,0.0552659574468084
1996-06-19,0.0042214829376481244
1996-06-20,-0.00416609152852887
1996-06-21,0.003175443238952136
1996-06-24,-0.0034794186732989285
1996-06-25,-0.015995663901984036
1996-06-26,0.02665727278549923
1996-06-27,0.00623861452848562
1996-06-28,-0.002740371500136396
1996-07-01,-0.0536276033571651
1996-07-02,-0.0018525331091023833
1996-07-03,0.03477642784746804
1996-07-04,-0.0008904379682750374
1996-07-05,-6.365939676344912e-05
1996-07-08,0.027960987038121665
1996-07-09,0.012720786781281745
1996-07-10,0.0029843079218698776
1996-07-11,-0.03411987073958889
1996-07-12,0.005479313697021704
1996-07-15,-0.009103351288908934
1996-07-16,0.04298241167824024
1996-07-17,-0.01711862759391558
1996-07-18,0.011186788464628616
1996-07-19,0.04754046256906741
1996-07-22,0.032686450468533135
1996-07-23,-0.015221370940402768
1996-07-24,0.018508956131593646
1996-07-25,-0.021901757548445255
1996-07-26,-0.026538886841135256
1996-07-29,0.01218761832639137
1996-07-30,-0.02161511304388486
1996-07-31,-0.01726548217891577
1996-08-01,0.015355996498395141
1996-08-02,0.004514375351750033
1996-08-05,0.017058458897577733
1996-08-06,0.010583808999167887
1996-08-07,0.005856973858179959
1996-08-08,0.010066069390155308
1996-08-09,-0.005022831050228271
1996-08-12,0.016578705828361517
1996-08-13,-0.012685514361492012
1996-08-14,-0.003612212937666448
1996-08-15,-0.006676991911891195
1996-08-16,-0.013813335181271147
1996-08-19,-0.021373276962535326
1996-08-20,-0.01577271965726046
1996-08-21,0.013581537862944248
1996-08-22,-0.018485862693585653
1996-08-23,-0.017734050354436537
1996-08-26,-0.03809926713036116
1996-08-27,0.01862703248088793
1996-08-28,0.011898865988545504
1996-08-29,-0.010177701922594262
1996-08-30,0.026891331634399718
1996-09-02,-0.00637084228461382
1996-09-03,-0.005666144784910121
1996-09-04,0.01474594486516212
1996-09-05,0.002906332356345853
1996-09-06,-0.0161472531250767
1996-09-09,-0.009535339415648436
1996-09-10,-0.036719212691692205
1996-09-11,0.006279024134999034
1996-09-12,-0.01580760480987975
1996-09-13,0.02903221545655077
1996-09-16,-0.00100119373098706
1996-09-17,-0.002325611276002504
1996-09-18,-0.020245209148980092
1996-09-19,0.01096272148903732
1996-09-20,0.04738005460928352
1996-09-23,0.05766318246145441
1996-09-24,-0.0024296059812909387
1996-09-25,-0.017342808734939763
1996-09-26,0.02332431332167917
1996-09-27,0.024419067231413738
1996-10-03,-0.011467339782760155
1996-10-04,-0.0023454921489560743
1996-10-07,0.0013897574873182883
1996-10-08,0.014976985173362989
1996-10-09,-0.00410204988548446
1996-10-10,0.03442752371254332
1996-10-11,0.006404158831987639
1996-10-14,0.03396014902900357
1996-10-15,-0.0037202776390055092
1996-10-16,-0.0036381482785476926
1996-10-17,0.019745577590268626
1996-10-18,-0.01301033266129048
1996-10-21,0.026023214494696356
1996-10-22,0.012526052738000226
1996-10-23,0.03518797300480303
1996-10-24,-0.0028887152142299533
1996-10-25,0.00472264388685506
1996-10-28,0.010062508023344297
1996-10-29,-0.005220655808224062
1996-10-30,-0.057571349948895234
1996-10-31,0.01853087784428631
1996-11-01,-0.047014978857593426
1996-11-04,0.015395524232103996
1996-11-05,-0.018082359911968937
1996-11-06,-0.013986616811956565
1996-11-07,0.014305229222446814
1996-11-08,-0.009125778438597631
1996-11-11,0.015549055639523024
1996-11-12,0.00966840476674835
1996-11-13,-0.002629904559915186
1996-11-14,0.013471271211670244
1996-11-15,-0.0024758967257314524
1996-11-18,0.056645246784388315
1996-11-19,0.011217390438841734
1996-11-20,-0.0010138194417104174
1996-11-21,-0.0730690786556708
1996-11-22,0.01175632726383724
1996-11-25,0.02597102423752129
1996-11-26,-0.009175157442015136
1996-11-27,0.013218408623487221
1996-11-28,0.012505355066402712
1996-11-29,0.04060888136686014
1996-12-02,0.09833002565467819
1996-12-03,-0.01016288826992906
1996-12-04,0.041790220749962304
1996-12-05,0.03603665207877449
1996-12-06,0.000668272721272567
1996-12-09,0.02866706791217677
1996-12-10,-0.013954122116602297
1996-12-11,0.011908148750254144
1996-12-12,-0.05443007470479555
1996-12-13,-0.05700256554020777
1996-12-16,-0.09911354545782136
1996-12-17,-0.09443811123777524
1996-12-18,0.07415137260098503
1996-12-19,-0.07228110575390911
1996-12-20,-0.01903769863256566
1996-12-23,0.01894401518232347
1996-12-24,-0.040387578851675654
1996-12-25,0.03419672358418624
1996-12-26,0.032462744922808984
1996-12-27,-0.002044923396520404
1996-12-30,0.012858459370087338
1996-12-31,-0.01840057374680215
1997-01-02,0.0026389827920874076
1997-01-03,-0.02156747585486818
1997-01-06,-0.02568890963862125
1997-01-07,0.02472333143183114
1997-01-08,-0.001959539953460876
1997-01-09,0.011791479345388822
1997-01-10,0.012591236851970278
1997-01-13,0.012108013937282225
1997-01-14,-0.023313107840605807
1997-01-15,0.009770336509335342
1997-01-16,-0.0018653460162317836
1997-01-17,0.005289559676943556
1997-01-20,0.014600206555416495
1997-01-21,-0.004468112463569263
1997-01-22,0.014347063318659758
1997-01-23,0.0035652137006068063
1997-01-24,0.00858532459293726
1997-01-27,0.00538829251928874
1997-01-28,-0.002867390987008167
1997-01-29,0.0060545220692036494
1997-01-30,-0.0020060284793681493
1997-01-31,0.004759573825468433
1997-02-17,0.0183054501731037
1997-02-18,-0.0891184853420195
1997-02-19,0.0758115885343913
1997-02-20,0.0024826268061368673
1997-02-21,0.05393335267542576
1997-02-24,-0.007442509807006004
1997-02-25,0.008320456436467394
1997-02-26,0.013310935596683615
1997-02-27,-0.006020300336400108
1997-02-28,0.014600604701063169
1997-03-03,0.021898161054341614
1997-03-04,0.004806923474907299
1997-03-05,-0.014988391252246824
1997-03-06,0.025642731549684106
1997-03-07,-0.0013066081009702746
1997-03-10,0.020376350072375038
1997-03-11,0.009139022261021257
1997-03-12,0.014805403116073368
1997-03-13,-0.007885202813099457
1997-03-14,0.007625662322783944
1997-03-17,0.029028246580209638
1997-03-18,0.0035822802292659883
1997-03-19,-0.0011697616610616413
1997-03-20,-0.03491866663222154
1997-03-21,0.04144657006210295
1997-03-24,0.021042350300298995
1997-03-25,0.005127000243343671
1997-03-26,0.01458458558739073
1997-03-27,-0.0008639770922644896
1997-03-28,-0.009544908009816666
1997-03-31,0.02656589089276351
1997-04-01,0.0051918809026259005
1997-04-02,-0.005785516869052376
1997-04-03,0.009871540300684822
1997-04-04,0.011982055006701353
1997-04-07,0.012252569470879271
1997-04-08,-0.022837489521392085
1997-04-09,0.03174157753796325
1997-04-10,-0.003854373081555562
1997-04-11,-0.0026211297381211196
1997-04-14,0.0300266712552697
1997-04-15,0.006105154451295336
1997-04-16,0.0021283661393551867
1997-04-17,-0.0033213333534169998
1997-04-18,0.011077778701345853
1997-04-21,0.01797418593006128
1997-04-22,0.0025108657347585606
1997-04-23,0.00976931526913205
1997-04-24,0.001044356125438739
1997-04-25,-0.011084707450662146
1997-04-28,-0.00950929683951418
1997-04-29,0.018321005917159683
1997-04-30,0.01233321469817028
1997-05-05,0.039591031390134646
1997-05-06,0.0235070017185095
1997-05-07,0.008408687853593166
1997-05-08,-0.06036938467093733
1997-05-09,0.04415804380933408
1997-05-12,0.022607225860976188
1997-05-13,-0.024073580378565773
1997-05-14,-0.05808998279017674
1997-05-15,0.02787807601397896
1997-05-16,-0.0717726974542735
1997-05-19,0.021802237218067733
1997-05-20,0.02715285473111151
1997-05-21,-0.01899907321594052
1997-05-22,-0.08831778460085027
1997-05-23,0.015422353912663223
1997-05-26,-0.0021685920894225497
1997-05-27,0.024122088610123438
1997-05-28,-0.008886357607627238
1997-05-29,-0.005510292439091624
1997-05-30,0.017279455416155498
1997-06-02,0.039760967335314756
1997-06-03,0.0018558984643937126
1997-06-04,0.01675430995846905
1997-06-05,-0.0007052652458511277
1997-06-06,-0.062437970049182945
1997-06-09,-0.0002979691053084377
1997-06-10,-0.026025162363128684
1997-06-11,-0.01718556219498435
1997-06-12,-0.00625204850868577
1997-06-13,0.025734475621923325
1997-06-16,0.01405971157092556
1997-06-17,-0.012318961211919444
1997-06-18,-0.010634626343373976
1997-06-19,-0.0015738066651523885
1997-06-20,0.049124916716771994
1997-06-23,-0.005963444857496891
1997-06-24,0.015917413322945162
1997-06-25,-0.004862224199151943
1997-06-26,-0.010118758621752488
1997-06-27,-0.02661818974510688
1997-07-02,-0.04095915282299023
1997-07-03,-0.040398312011075355
1997-07-04,0.007578522883315175
1997-07-07,-0.05392723446098646
1997-07-08,0.011715687168359468
1997-07-09,0.010066055674209373
1997-07-10,-0.0006156097212802747
1997-07-11,0.031040485649243443
1997-07-14,0.026668513836456187
1997-07-15,0.012136086091151244
1997-07-16,-0.007732624509419916
1997-07-17,0.005374402727509553
1997-07-18,0.010549351419526731
1997-07-21,-0.013497429454647603
1997-07-22,0.012333162970348477
1997-07-23,-0.007771570453134813
1997-07-24,-0.020552858548954722
1997-07-25,-0.0028614739997616656
1997-07-28,-0.02483644500623472
1997-07-29,0.010028201579989071
1997-07-30,0.022710127207929087
1997-07-31,0.008767021078156967
1997-08-01,0.002580352339967673
1997-08-04,0.006287568220115114
1997-08-05,-0.003382403172460857
1997-08-06,-0.02033821796082813
1997-08-07,0.023294707920200608
1997-08-08,0.0056785964444148185
1997-08-11,-0.018216491853571548
1997-08-12,-0.03147591378960879
1997-08-13,-0.023264533793740716
1997-08-14,0.04283431387428216
1997-08-15,-0.021444898168836768
1997-08-18,-0.007374940947981634
1997-08-19,-0.001515912676379072
1997-08-20,0.010353867474027112
1997-08-21,0.017394115180318526
1997-08-22,0.006251341719977654
1997-08-25,0.010470802078799801
1997-08-26,0.008394561270163026
1997-08-27,0.003743593179458049
1997-08-28,0.012832600478928091
1997-08-29,0.005906630749079378
1997-09-01,0.0072150426678458945
1997-09-02,-0.0029027458186636768
1997-09-03,0.01184049580037505
1997-09-04,0.008446027626891839
1997-09-05,0.00019979221609522924
1997-09-08,0.002940353961088382
1997-09-09,-0.019279335261266906
1997-09-10,0.020316320479598415
1997-09-11,-0.010612719340148291
1997-09-12,-0.02736760788920989
1997-09-15,-0.02433192686357255
1997-09-16,0.006724385011320333
1997-09-17,-0.01655969407523461
1997-09-18,0.004119702627702226
1997-09-19,0.010363622405895834
1997-09-22,-0.06800222875088635
1997-09-23,-0.056160946402529
1997-09-24,0.06529938481914055
1997-09-25,0.006306249493247762
1997-09-26,-0.006606923841326329
1997-09-29,-0.023034705262114596
1997-09-30,0.012277804938795711
1997-10-06,0.0013851172793379884
1997-10-07,0.003339703339703126
1997-10-08,0.029295192141995496
1997-10-09,-0.01092636160969962
1997-10-10,0.007412224825607661
1997-10-13,-0.00970118235923556
1997-10-14,-0.001687771248950587
1997-10-15,0.007021906559444568
1997-10-16,0.021789337170672773
1997-10-17,0.02275908233432733
1997-10-20,0.00924784741051754
1997-10-21,0.0037898885772758018
1997-10-22,-0.012039903680770458
1997-10-23,-0.0035328486989606445
1997-10-24,0.004218654121497245
1997-10-27,0.048815676689496046
1997-10-28,-0.046859195844088486
1997-10-29,0.005238046726432799
1997-10-30,-0.007803460885574598
1997-10-31,0.004715495595182473
1997-11-03,0.0003897017087570731
1997-11-04,0.003260363297624691
1997-11-05,0.00788385245209744
1997-11-06,-0.010820408026531836
1997-11-07,0.011870089406665008
1997-11-10,-0.00783171845976216
1997-11-11,0.0007168277420770419
1997-11-12,-0.010483469994859385
1997-11-13,0.00922337952120178
1997-11-14,0.010809944135963923
1997-11-17,-0.005426479550520558
1997-11-18,-0.00669839591045307
1997-11-19,-0.0014535006549202256
1997-11-20,-0.007785855132317221
1997-11-21,-0.01183013058348914
1997-11-24,-0.029018781936196558
1997-11-25,0.0005244724163064873
1997-11-26,0.016250122164669145
1997-11-27,-0.018621811124127863
1997-11-28,0.01524249011153489
1997-12-01,-0.005738704667304417
1997-12-02,-0.0025770238904233578
1997-12-03,-0.0067423484962439995
1997-12-04,0.011865841165204172
1997-12-05,0.0002905262045833634
1997-12-08,0.0027812004928708944
1997-12-09,0.007732411178205556
1997-12-10,0.008422097772977644
1997-12-11,0.001148690665377039
1997-12-12,-0.00459811761864104
1997-12-15,0.01229806558968316
1997-12-16,0.00579608400469156
1997-12-17,-0.024072182499148775
1997-12-18,0.006672365069950947
1997-12-19,0.005718395037126234
1997-12-22,0.007098736183740018
1997-12-23,0.0019161512732996933
1997-12-24,-0.0013575240128067545
1997-12-25,0.0099345108835045
1997-12-26,0.00900717865366385
1997-12-29,-0.004454996979663228
1997-12-30,-0.004609770691296866
1997-12-31,0.010972450344582274
1998-01-05,0.022083577589816716
1998-01-06,0.010774537678107432
1998-01-07,0.008471004036899599
1998-01-08,-0.005554349835620087
1998-01-09,0.002214749911086722
1998-01-12,-0.010428260343576135
1998-01-13,-0.04834674034409969
1998-01-14,0.02960647454288523
1998-01-15,0.010988005523115518
1998-01-16,-0.0012094485079354733
1998-01-19,-0.0006837128076706556
1998-01-20,-0.007756794407854151
1998-01-21,-0.002924268102216465
1998-01-22,0.0035244125979003726
1998-01-23,0.015343357438788452
1998-02-09,0.02054934541380793
1998-02-10,-0.009238485945963215
1998-02-11,0.011103832560998228
1998-02-12,-0.0031513949321730905
1998-02-13,-0.0003129262617346251
1998-02-16,-0.007761395285373784
1998-02-17,0.0018281239888695566
1998-02-18,-0.007000403714170433
1998-02-19,0.002236081409625612
1998-02-20,-0.005322169757743911
1998-02-23,-0.01420857734784109
1998-02-24,-0.00031441337084214815
1998-02-25,-0.01121484497856351
1998-02-26,0.01004461483087371
1998-02-27,-0.00011602177894542987
1998-03-02,-0.015101157865946124
1998-03-03,0.011343841253544928
1998-03-04,0.009535775801096769
1998-03-05,-0.004706367195549177
1998-03-06,-0.0009026616095532125
1998-03-09,-0.004658294997720636
1998-03-10,-0.000832757342837831
1998-03-11,-0.008159489260978647
1998-03-12,-0.009302208329131756
1998-03-13,0.005080706040017979
1998-03-16,0.0029705644072373083
1998-03-17,0.012082660204631113
1998-03-18,-0.00742409630541041
1998-03-19,-0.00434706133628171
1998-03-20,-0.00102631401844
1998-03-23,-0.006425263157894823
1998-03-24,0.011992846669548474
1998-03-25,-0.0020686420662970884
1998-03-26,-0.0022491712475347647
1998-03-27,0.029187379612573228
1998-03-30,0.02114304862002192
1998-03-31,-0.00513830195927778
1998-04-01,0.00961368280478192
1998-04-02,0.011195486744703054
1998-04-03,0.01344344454776114
1998-04-06,0.015784399104254998
1998-04-07,-0.002480135948192741
1998-04-08,0.01507896311984891
1998-04-09,-0.019322795001474158
1998-04-10,0.011008071043685286
1998-04-13,0.005520354400652794
1998-04-14,-0.003814218009478676
1998-04-15,0.008365557348597896
1998-04-16,-0.006386303417351802
1998-04-17,-0.013781576448243182
1998-04-20,-0.0016177365554536083
1998-04-21,0.0071064266479425875
1998-04-22,0.020655521674507016
1998-04-23,-0.005719947754807997
1998-04-24,-0.007089146584526085
1998-04-27,-0.003642114707604338
1998-04-28,0.017254536851905478
1998-04-29,-0.0003675946556238596
1998-04-30,0.00821763602251413
1998-05-04,0.007056459116453917
1998-05-05,-0.0003030459816842912
1998-05-06,-0.0030387720699138754
1998-05-07,-0.015232755615873672
1998-05-08,0.02238923991053343
1998-05-11,-0.0022024160282851923
1998-05-12,-0.003661570488922905
1998-05-13,0.01452969288334005
1998-05-14,-0.001555584768414997
1998-05-15,0.0007022009611374891
1998-05-18,6.578514571420335e-05
1998-05-19,-0.004304989109620183
1998-05-20,-0.0035675223337173767
1998-05-21,0.006799613976411267
1998-05-22,0.0067024717193742145
1998-05-25,0.009848672064659558
1998-05-26,0.0007557382122833634
1998-05-27,0.0065591691719049106
1998-05-28,-0.0011718135958956877
1998-05-29,0.009521424994634708
1998-06-01,0.003096633385534231
1998-06-02,-0.0017660605546843122
1998-06-03,0.00489710419792222
1998-06-04,-0.009647887323943727
1998-06-05,0.0016426082628173688
